ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID
,4688,2026-04-18 17:54:42.972492+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\SearchIndexer.exe,"""C:\WINDOWS\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe7_ Global\UsGthrCtrlFltPipeMssGthrPipe7 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" ",2660
,4688,2026-04-18 17:54:43.075804+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\SearchIndexer.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 900 2876 2872 884 {5E941D80-BF96-11CD-B579-08002B30BFEB}",2661
,4688,2026-04-18 17:54:44.038195+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},2662
,4688,2026-04-18 17:54:44.220434+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\DataExchangeHost.exe -Embedding,2663
C:\Windows\System32\wbem\WmiPrvSE.exe,4689,2026-04-18 17:54:45.841597+00:00,DESKTOP-7CV8A7M$,,,,2664
C:\Windows\System32\wbem\WmiPrvSE.exe,4689,2026-04-18 17:54:45.843863+00:00,LOCAL SERVICE,,,,2665
C:\Windows\System32\dllhost.exe,4689,2026-04-18 17:54:51.305246+00:00,pizza,,,,2666
,4688,2026-04-18 17:55:12.715681+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},2667
C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,4689,2026-04-18 17:55:13.580494+00:00,pizza,,,,2668
C:\Windows\System32\DataExchangeHost.exe,4689,2026-04-18 17:55:14.426603+00:00,pizza,,,,2669
,4688,2026-04-18 17:55:15.362452+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\Program Files\WindowsApps\Microsoft.WindowsStore_22603.1401.7.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca",2670
C:\Windows\System32\dllhost.exe,4689,2026-04-18 17:55:19.667294+00:00,pizza,,,,2671
