ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID
,4672,2026-04-18 18:09:19.468824+00:00,SYSTEM,,,,3011
,4688,2026-04-18 18:09:19.471022+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\Upfc.exe /launchtype boot /cv C4zdE0pQ+0OUTSBJ26rq0A.0,3012
,4688,2026-04-18 18:09:19.473032+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -s WPDBusEnum,3013
,4688,2026-04-18 18:09:19.592144+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe ExploitGuardPolicy,3014
C:\Windows\System32\upfc.exe,4689,2026-04-18 18:09:19.600771+00:00,DESKTOP-7CV8A7M$,,,,3015
,4688,2026-04-18 18:09:19.658993+00:00,DESKTOP-7CV8A7M$,LOCAL SERVICE,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog,3016
,4688,2026-04-18 18:09:19.689064+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",3017
,4688,2026-04-18 18:09:19.775488+00:00,DESKTOP-7CV8A7M$,LOCAL SERVICE,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceRedirectionGuard -p -s EventSystem,3018
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:19.781435+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3019
,4627,2026-04-18 18:09:19.781445+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3020
,4672,2026-04-18 18:09:19.781452+00:00,SYSTEM,,,,3021
,4688,2026-04-18 18:09:19.785324+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain,3022
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:19.797398+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3023
,4627,2026-04-18 18:09:19.797407+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3024
,4672,2026-04-18 18:09:19.797417+00:00,SYSTEM,,,,3025
,4688,2026-04-18 18:09:19.800600+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes,3026
,4688,2026-04-18 18:09:20.021441+00:00,DESKTOP-7CV8A7M$,DESKTOP-7CV8A7M$,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k NetworkService -p,3027
